iata,name,city,state,country,latitude,longitude
LWD,South Haven Municipal,Savannah,SC,USA,45.03832024,-98.05642374
PWD,Sullivan Regional,Miami,MS,USA,34.10941556,-82.36274961
MOR,Brown County,Birmingham,OK,USA,39.36395266,-108.63301036
FDR,Bloomfield Municipal,Milwaukee,NY,USA,32.20681603,-109.86172154
FFA,Cascade,Buffalo,AK,USA,36.94060517,-65.95116341
S10,Downtown,Odessa,SD,USA,34.02156331,-116.85410616
84R,Salem-Leckrone,Des Moines,NY,USA,47.92383831,-53.23147882
VJI,Challis,Chicago,IA,USA,41.73394487,-137.34310624
BCT,Rush City Regional,Buffalo,GA,USA,34.01802787,-109.66470237
M82,Beaver,Little Rock,CO,USA,45.19459716,-105.87562181
T82,Toledo-Winlock Ed Carlson Memorial,Thornton,AK,USA,37.48210464,-53.7040073
MYF,Pickaway County Memorial,Wichita,IA,USA,23.53705321,-101.05565036
RBW,Harrison County,Hayward,IN,USA,52.4356264,-120.31274723
OQU,Wilburton Municipal,Milwaukee,MO,USA,41.38856912,-90.98052076
ND29,Muscatine Municipal,Anchorage,IA,USA,45.23896086,-126.61006745
RQB,Presho Municipal,Dallas,OH,USA,33.54166442,-88.88347616
CZG,Marksville Municipal,Murfreesboro,FL,USA,50.80296034,-112.64967882
Y14,Southwest Michigan Regional,Arlington,AR,USA,24.44858765,-79.94609004
MRI,Calico Rock-Izard County,Worcester,OR,USA,31.40555423,-71.02784559
7A5,Cotulla-Lasalle County,Newport News,NE,USA,43.56934946,-105.27242488
42C,Hawkins,Rochester,SC,USA,37.39898875,-81.46852479
P45,Tuscaloosa Municipal,Washington,TN,USA,46.17862359,-71.3984828
A29,Cottage Grove State,San Jose,WY,USA,50.77716744,-90.90729612
0F9,Baudette International,Los Angeles,FL,USA,46.5443725,-76.97203546
MYU,Jackpot/Hayden,Santa Ana,MS,USA,49.06016568,-101.51574457
Q34,Woodruff County,Omaha,SC,USA,27.88058904,-110.0463702
5NN,Eastern Wv Reg/Shephard,Madison,AK,USA,40.56771362,-78.46962467
ORE,Healdton Municipal,Eugene,NJ,USA,29.56714347,-106.45948079
M99,Manistee County Blacker,Indianapolis,IN,USA,34.96099587,-107.02386483
HQG,James Clements Municipal,Cleveland,LA,USA,44.3557672,-92.73612963
MMV,Breckinridge County,Milwaukee,IL,USA,40.13805346,-63.16718969
LSB,Meadow Lake,San Diego,OH,USA,37.23373919,-69.64965067
2G9,Dunkirk Municipal,Mesa,CA,USA,55.7760649,-78.0991237
RDM,Gillette-Campbell County,Seattle,TX,USA,33.76450983,-79.1037814
HPN,Atlantic Municipal,Norfolk,KS,USA,40.39126142,-113.65860965
5A9,Thomasville Municipal,West Valley City,KS,USA,27.4068221,-87.28089985
ALS,Blairstown,Fort Worth,CA,USA,39.34460513,-121.32258497
EOS,Wadena Municipal,Tokyo,FL,USA,26.49144392,-59.93918013
PSC,Welch Muni,Lakewood,VA,USA,32.27092324,-111.94737508
TCC,Anderson Municipal,Naperville,CO,USA,54.12957027,-97.1659308
O02,Independence,Tokyo,CA,USA,19.97816084,-75.69204827
EYW,Harnett County,Macon,IL,USA,40.28987565,-77.86101075
LBT,Grand Canyon State,San Francisco,PA,USA,40.24204509,-103.16640804
SCX,Sonoma Co,Carrollton,IN,USA,21.89761501,-126.63252895
T72,Haycock,Tallahassee,ID,USA,28.42651681,-95.46292562
MOU,New Coalinga Municipal,Hayward,PA,USA,44.39395845,-40.4791977
IAG,Park Falls Municipal,Salem,TX,USA,29.46122642,-103.52514425
3F4,Greenwood-Leflore,Denver,AK,USA,26.27640963,-62.73083431
14J,Southeast Texas Regional,Hayward,FL,USA,38.93774701,-79.53187217
2Y4,Davenport Municipal,Houston,NY,USA,36.14411816,-48.92989174
JKA,Tillitt,Joliet,IN,USA,30.27284399,-138.82053567
ICT,Waterville-Robert Lafleur,Roseville,MS,USA,36.33360329,-65.65333447
PYX,Scappoose Industrial Airpark,Roseville,NJ,USA,39.30956612,-60.05758205
JMR,Ripley,Wichita,WA,USA,43.74080105,-110.14628081
VER,Bassett Municipal,Naperville,GA,USA,40.39294404,-106.11905835
T80,Beaver Municipal,Richmond,NY,USA,41.84132564,-88.86431942
GIF,Vermilion County,Fresno,NE,USA,55.46035798,-116.48677481
Z13,Battle Mountain,Chattanooga,FL,USA,42.70503079,-109.63317471
BHM,New Richmond Municipal,Cincinnati,NM,USA,35.51154421,-138.92580738
ENL,Waldron Municipal,Garland,IN,USA,40.22056049,-78.84487632
SBU,Captain Jack Thomas,Anaheim,CA,USA,46.95501317,-116.674817
MTN,Auburn Municipal,Buffalo,FL,USA,44.85602234,-90.78130537
ATL,Aberdeen Municipal,Allen,WA,USA,33.46719624,-121.24233829
HMT,Randolph County,Washington,NH,USA,36.34807674,-88.73764362
DNL,Highmore Municipal,Torrance,NE,USA,39.9423479,-103.35160627
ROX,Albany Cty,Salt Lake City,TX,USA,32.93974179,-101.28734386
16S,Solberg-Hunterdon,San Jose,ND,USA,36.94834266,-105.07733967
PTU,La Junta Muni,Austin,IL,USA,41.06999713,-105.43650263
H97,Panama City-Bay County International,New Orleans,PA,USA,41.9011546,-89.38329273
AGZ,Shelby County,Minneapolis,CA,USA,31.78546017,-86.64808913
BPT,Lexington,Houston,AK,USA,39.95772365,-115.30589709
N79,Defiance Memorial,Columbus,TX,USA,37.312308,-67.38151097
5V8,White Sulphur Springs,Joliet,ID,USA,24.81997827,-74.16173045
2O6,Garden County,Worcester,IL,USA,31.96155736,-77.91460554
MLB,Water Valley,Pomona,NH,USA,33.84981361,-136.52759108
2A3,Granby-Grand County,Newark,SC,USA,43.66950219,-111.31159143
6V4,Pittsfield Municipal,Aurora,IL,USA,46.64876203,-54.24904599
2G3,Klawock SPB,Tampa,ME,USA,52.0668844,-75.90537504
67L,Happy Camp,Columbus,AZ,USA,48.42436393,-105.16610874
GTR,Steuben County-Tri State,Baton Rouge,CT,USA,48.85560154,-89.146619
OBU,Rountree,Berlin,CA,USA,44.96531502,-112.35164739
7B2,Sylvester,Sioux Falls,OK,USA,40.4232813,-116.94042032
Q24,Newberry Municipal,Anchorage,FL,USA,39.03655014,-93.90412891
GMJ,Charleston Municipal,Peoria,MO,USA,43.30639852,-118.76178642
2M0,Vashon Municipal,Lakewood,TX,USA,27.6281142,-70.94354179
CLT,Juneau International,Torrance,SC,USA,39.31657125,-91.94831593
FOE,Addison,Bakersfield,OH,USA,42.10632881,-90.31591405
AAS,Honolulu International,Worcester,GA,USA,43.33406437,-68.84155051
UIL,Paoli Municipal,Kansas City,KS,USA,38.15976922,-75.64069313
GPH,Gibson City Municipal,Fort Worth,AZ,USA,42.30904148,-105.09891524
SVS,New York Skyports Inc. SPB,Toledo,AK,USA,33.97872023,-99.84713328
2K5,Hernando County,Pueblo,WI,USA,30.87930852,-103.76588674
VDZ,San Angelo Regional /Mathis,Bakersfield,ID,USA,32.48004557,-121.73336556
MYL,Dodge City Regional,Los Angeles,CA,USA,41.99095689,-83.95526386
0F4,Southbridge Municipal,Santa Ana,SC,USA,39.6142584,-113.51795761
MEB,Klawock SPB,Oklahoma City,CT,USA,26.05373671,-55.73631335
UKT,Columbiana County,Mesa,AL,USA,43.78551744,-88.5902885
0A3,Clifton Municipal,Pueblo,SD,USA,35.69346094,-46.89368205
AJG,Rickenbacker International,Salem,IL,USA,39.64278981,-102.12079328
S70,Tillitt,Milwaukee,AK,USA,34.81057387,-111.44253689
S87,Hartford Municipal,London,WA,USA,56.04750848,-133.50870306
ACZ,St. Louis Regional,Denver,ND,USA,42.3259223,-73.2819191
HUL,Sher-Wood,Sparks,NE,USA,23.07826458,-44.39562523
AWO,Whittier,Corpus Christi,IL,USA,32.00250211,-132.27594858
L45,O Neill Municipal,Torrance,WV,USA,16.59157492,-62.40681747
17M,Lamoni Municipal,Lincoln,NC,USA,38.95633593,-134.2203161
SBD,Edenton Municipal,Nashville,AK,USA,20.33906408,-100.18759419
EMM,Olive Branch,Gilbert,CA,USA,49.50575166,-67.91243928
Q00,Wharton Municipal,Kansas City,AL,USA,40.96216898,-102.18142273
O05,Douglas Municipal,Fontana,WI,USA,46.90360383,-62.71563399
40J,Westerly State,Cincinnati,WV,USA,48.85759566,-109.99273253
SGU,Southern Illinois,Modesto,UT,USA,38.09220044,-128.2487562
SMF,Yerington Municipal,Newport News,AK,USA,40.11368563,-112.24898481
N14,Four Corners Regional,Chattanooga,GA,USA,34.87764697,-91.55466725
FCA,Finger Lakes Regional,Washington,MS,USA,45.67891368,-133.9430179
HNZ,Stigler Municipal,Winston-Salem,AK,USA,44.2101772,-92.27511339
T71,Corpus Christi International,Durham,GA,USA,47.96513515,-123.11405938
BCB,Trenton Municipal,Peoria,MS,USA,51.77653513,-113.81244623
MQY,Wyandot County,Gilbert,TN,USA,33.42284203,-102.55797734
SHX,New Garden Flying,Pueblo,WI,USA,28.45445521,-97.97582444
ATK,Majors,Stockton,UT,USA,24.8159259,-127.59857887
36S,Du Page,Austin,SC,USA,36.19008741,-129.57668205
WVL,Renton Municipal,Murfreesboro,AZ,USA,37.99265233,-128.61303082
AJG,North Vernon,Toledo,CO,USA,39.40001022,-89.66258486
5J0,Cable Union,Thornton,OH,USA,40.73803483,-70.82749715
10G,Newport Muni,Baltimore,TX,USA,33.85053699,-49.64342686
8M1,Harvey Municipal,Grand Rapids,CA,USA,53.08089174,-90.94135219
HEQ,Black Hills-Clyde Ice,Corpus Christi,PA,USA,41.91326762,-98.08209546
HEF,Borrego Valley,Little Rock,WA,USA,41.2472388,-100.79225074
48I,Atoka Municipal,San Francisco,CO,USA,37.27792438,-117.06896483
H71,San Bernardino International,Pasadena,IA,USA,35.49363609,-101.10784268
PDT,Eldon Model Airpark,Columbus,NJ,USA,45.80730264,-58.82634653
KTB,Choteau,Jersey City,MO,USA,38.99217226,-90.17172862
CDH,Gatesville - City/County,Honolulu,IA,USA,18.30636935,-111.42626396
S30,Kenai Municipal,Charlotte,KY,USA,44.62360626,-110.98137689
93Y,Wokal Field/Glasgow Intl,Denver,AS,USA,45.51396417,-83.88726626
AHN,Dawson Municipal,Eugene,OH,USA,48.23325219,-97.50971131
FYV,Majors,Sterling Heights,IN,USA,40.4489191,-145.27973852
JXN,Morrisville-Stowe State,Thornton,MA,USA,40.57119654,-123.70348406
M19,Spadaro,Visalia,NY,USA,46.64083315,-122.78034458
C75,Barnes County Municipal,Seattle,OK,USA,31.83531456,-122.82559953
CJR,Lynchburg Municipal-Preston Glenn,Chandler,IL,USA,30.70807269,-93.25665937
HLG,Arrowhead,Paterson,TX,USA,35.74470693,-115.18418954
HSL,Ronan,Little Rock,SD,USA,32.69161612,-60.18002685
PMD,San Jose International,San Diego,TX,USA,33.98855585,-88.56435283
E52,Borrego Valley,Arlington,MS,USA,39.3528115,-92.70867992
CHT,Wheaton Municipal,Columbus,TX,USA,38.62139036,-101.85974591
CPC,Charleston Executive,Sunnyvale,TX,USA,40.18684477,-95.01470411
SJU,Westport,Norfolk,FL,USA,35.43245269,-64.37163926
CQB,Brown County,Dayton,WA,USA,23.16179721,-89.15119324
PLN,Kendall-Tamiami Executive,Lakewood,MA,USA,45.56965565,-100.75784168
PHL,Knox County Regional,Indianapolis,OH,USA,39.94898622,-119.51458796
0S7,Merrill Municipal,Anaheim,CA,USA,42.78004633,-118.01587374
LMT,Ripley,Savannah,OH,USA,35.8340987,-73.42525515
DDH,Santa Maria Pub/Capt G Allan Hancock,Albuquerque,GA,USA,32.34695936,-73.73772326
5A4,Sierra Blanca Regional,Baltimore,OK,USA,35.74580713,-71.16521188
HAI,Chandalar Lake,Tallahassee,WV,USA,35.69046998,-104.44310128
PAN,Venetie,Baton Rouge,TN,USA,36.68878619,-176.6460306
BWC,Foley Municipal,Grand Rapids,MT,USA,44.55956325,-72.78470849
0G0,Copiah County,Eugene,CA,USA,42.47900167,-123.22043595
PRX,Talladega Municipal,Carrollton,OH,USA,35.79657682,-83.70897464
OFK,Dane County Regional,El Paso,MI,USA,53.67443894,-118.78031729
GRN,Dubuque Municipal,Hayward,WI,USA,37.519578,-131.04133009
RIF,Greenlee County,Oxnard,MO,USA,42.69812659,-103.44261127
2J3,Central City Municipal,Fort Wayne,MA,USA,45.00466727,-114.41781749
6B8,North Buffalo Suburban,Wichita,OK,USA,41.02970455,-146.32729416
AFK,Turner,Richmond,FL,USA,13.14389991,-108.97426345
59B,Waycross-Ware County,Dallas,WY,USA,45.57250336,-121.47957102
EKM,Parowan,Phoenix,IL,USA,43.38069698,-107.30575984
DVN,Atkinson Municipal,Newport News,WA,USA,50.45985206,-63.80237162
L05,Chesterfield County,Norfolk,WI,USA,43.45636858,-102.96372948
1N7,Hot Springs County-Thermopolis Municipal,Houston,CT,USA,38.70806741,-151.70131804
SUE,Minden-Webster,Winston-Salem,NY,USA,36.07967453,-79.46536596
54J,Baker City Municipal,Naperville,GA,USA,29.68611951,-95.93226354
DWH,Boulder Muni,Albuquerque,SD,USA,44.50135213,-109.36220926
MAL,Logan-Cache,Aurora,TX,USA,53.64568746,-81.75698837
JZP,Natrona County Intl,Louisville,IN,USA,53.91403006,-126.80955465
11R,Dunsmuir Municipal-Mott,Newport News,CA,USA,41.66453903,-145.16817018
3D4,Greater Peoria Regional,Indianapolis,CO,USA,35.14154257,-92.71164917
LHD,West Branch Community,Memphis,WI,USA,38.61326945,-102.94627855
M08,Vinton County,Bakersfield,IL,USA,44.43597997,-114.54426537
CVG,Byron,Roseville,CA,USA,47.78687452,-78.293246
DEE,Sugarloaf Regional,Dallas,OH,USA,57.80339323,-114.38027411
PSF,Washburn Municipal,Los Angeles,SD,USA,39.49876365,-85.03292404
PWM,Ledgedale Airpark,Escondido,AR,USA,35.80264675,-147.54056519
ONA,Fairfield County,Tampa,NM,USA,43.34973109,-110.45316073
M02,French Lick Municipal,Santa Ana,TX,USA,48.42577807,-99.50865934
MLB,Scott Municipal,Lincoln,MN,USA,42.20434184,-136.30591216
PCW,Avi Suquilla,Charlotte,SC,USA,46.66592469,-141.55180362
SD33,Ortonville Municipal,Portland,SD,USA,39.71899284,-71.5846264
CEV,Metropolis Municipal,New Orleans,CO,USA,32.08306678,-87.85780709
DYL,Toksook Bay,Worcester,CA,USA,35.24178161,-113.04323787
GED,Burnett County,Hialeah,IN,USA,32.9819309,-125.38218401
SNA,Karnes County,Salt Lake City,NC,USA,41.36090307,-144.08494495
S33,Mena Intermountain Municipal,Topeka,NE,USA,54.63422326,-89.27835891
1S6,Las Vegas Municipal,Atlanta,AL,USA,52.3579837,-76.00916904
1F9,Wrangell SPB,San Francisco,GA,USA,36.13944931,-102.17453839
CRX,Lamesa Municipal,Denver,CA,USA,37.23113583,-90.70360047
Q06,Cotulla-Lasalle County,Jacksonville,MT,USA,47.11362133,-85.45321027
CTY,Hanksville,Lincoln,ID,USA,47.04983409,-109.28136972
SBA,Kwethluk,Nashville,LA,USA,41.24422731,-161.80651174
EGV,Outlaw,Los Angeles,TX,USA,45.80546798,-58.36173304
M76,Ontonagon County,Plano,FL,USA,51.62745073,-90.35603946
TNU,Yellowstone Regional,Toledo,AK,USA,35.71429237,-133.54462269
T35,Memphis Memorial,Norfolk,TX,USA,42.77552772,-117.48382608
C52,Draughon-Miller Central Texas Regional,Paterson,OK,USA,33.92185962,-64.46976296
Q88,Vidalia Municipal,Colorado Springs,OR,USA,37.83515663,-105.89767243
JRF,Houston Municipal,London,PR,USA,32.49732636,-68.03002754
Y55,Brookhaven-Lincoln County,Dallas,AK,USA,41.41638149,-135.94234438
PNM,Hornell Muni,Oxnard,NC,USA,39.3005694,-105.56478712
17N,Coeur D'Alene Air Terminal,Pomona,MN,USA,39.83354268,-84.64662511
AND,Tower Municipal,Salt Lake City,AZ,USA,35.40717956,-82.62227692
D05,Minchumina,Newark,SD,USA,43.52116897,-92.6943969
SDP,Schenck,Providence,AK,USA,54.67606961,-116.34281633
AWI,Noatak,Fort Wayne,NJ,USA,38.08543622,-115.07740206
GWO,West Penn,Gilbert,PA,USA,35.82650072,-93.07799155
HOB,Albert Whitted Municipal,Allen,TX,USA,36.19690796,-64.76062758
VVV,Cuthbert-Randolph,Brownsville,NC,USA,48.16816037,-39.9844861
2R9,Newport State,Denver,NM,USA,39.33685413,-120.37179887
BIV,Greenwood-Leflore,Worcester,CA,USA,43.00805697,-124.7532999
DXR,Daytona Beach International,Lakewood,KS,USA,35.92845447,-134.66827863
UOX,Coles County Memorial,Indianapolis,ME,USA,36.62176233,-50.75128285
DEE,El Paso International,Washington,TX,USA,41.21576445,-115.58028017
MCO,George R Carr Memorial,Saint Paul,UT,USA,35.15109789,-92.94226151
AZO,North Big Horn County,Portland,OK,USA,36.95914715,-116.41984419
07F,Athens Municipal,Pittsburgh,GA,USA,41.77873068,-95.21889818
CGZ,Toledo-Winlock Ed Carlson Memorial,Midland,AK,USA,43.82538342,-109.27713819
N29,Lawrenceburg Municipal,Tampa,AZ,USA,38.52409175,-84.63238878
M17,Beaufort County,Waco,FL,USA,46.75819555,-78.34816272
4R3,Beaver Island,Lincoln,NJ,USA,42.93670138,-62.7043323
PIB,Conchas State Park,Jersey City,MI,USA,44.90874656,-95.16258621
W29,Sedona,Reno,AZ,USA,36.42559188,-76.56198335
AUO,Padgham,Lakewood,SC,USA,44.47070074,-58.14440643
01J,Willows-Glenn County,Gilbert,CO,USA,53.20099023,-129.73209387
2D1,El Paso International,Oklahoma City,SD,USA,32.7273842,-107.36277773
4J6,Kamp,Spokane,VA,USA,53.23986168,-106.52831465
HVS,Pinal Airpark,Anchorage,TX,USA,43.12722587,-102.39898111
TBN,Morris Municipal,London,AK,USA,39.30818987,-87.31864712
PAH,Sumner County Regional,Jacksonville,WA,USA,36.40203984,-108.41411166
ELA,Niagara Falls Intl,Carrollton,CO,USA,44.08128678,-145.75722527
WWR,Ontario Muni,Cincinnati,OK,USA,45.2924338,-106.30354564
SDF,Orlando International,Garland,OR,USA,35.54386453,-109.48110298
X16,Perry-Houston Couty,Madison,MA,USA,56.64161912,-80.39142808
FLL,Fairhope Municipal,Little Rock,TX,USA,47.77505296,-86.85775406
9U3,Vero Beach Municipal,Spokane,MO,USA,39.16599098,-89.61473389
CNP,Marshall Cty,Chicago,MI,USA,61.69217737,-46.5916177
BBP,Lancaster,Tampa,CA,USA,46.82103997,-90.27941825
CQA,Pecos Municipal,El Paso,OH,USA,39.39220244,-106.46408137
SNY,Igiugig,Hampton,IA,USA,31.31013593,-70.44552322
UKL,Hawkins,Atlanta,OK,USA,35.54607342,-136.37042575
2M4,Orange City Municipal,Roseville,MN,USA,46.13548666,-83.33684979
E15,Dowagiac Municipal,Tucson,IN,USA,26.35091862,-88.70901573
JKJ,Kleberg County,Baltimore,CA,USA,44.23193466,-100.02806588
T74,Kongiganak,Richmond,SC,USA,54.84044237,-112.06187272
F10,Bowerman,Denver,CA,USA,41.22259133,-98.54857606
WLD,Skyhaven,Henderson,WI,USA,51.72525873,-129.51405907
54J,Los Banos Municipal,Pomona,IL,USA,46.43345264,-89.07228973
BDE,Portage Creek,Baton Rouge,CA,USA,42.80743792,-117.90514924
CWA,Big Piney-Marbleton,Charlotte,MI,USA,43.53986126,-95.62271666
JYR,Laurens County,Greensboro,KY,USA,23.7403374,-94.21960522
SVH,Columbiana County,Toledo,NJ,USA,34.74205152,-77.06222913
6B6,Jonesboro Municipal,London,NV,USA,47.45314217,-55.43048454
SRC,Bay Bridge Industrial,Carrollton,CO,USA,32.65850417,-112.24701481
U96,Belle Glade Municipal,Jacksonville,TX,USA,41.18983688,-69.14375816
O35,Jennings,San Jose,ND,USA,44.48952324,-125.16191846
PKB,Coffey County,Los Angeles,OH,USA,41.59672063,-123.19103749
MCK,Machias Valley,Toledo,TN,USA,36.16692903,-64.90193101
K02,Nampa Muni,Corpus Christi,OH,USA,42.35627959,-101.50780712
CRC,Marshall Muni - Ryan,Providence,NV,USA,40.10949344,-110.77510263
SFB,Pilot Point,Buffalo,MS,USA,43.5220667,-67.88344689
BTL,Thigpen,Huntington Beach,MI,USA,45.66447023,-111.48018304
DXX,Winona-Montgomery County,Laredo,NY,USA,24.18704724,-59.66554005
AGN,Louisville-Winston County,Milwaukee,TX,USA,32.79876308,-132.04078096
BTL,St. Paul,Memphis,IN,USA,45.20464318,-68.5820788
O68,Republic,New Orleans,UT,USA,23.58815826,-90.02029651
COT,Steamboat Springs,Denton,IL,USA,30.11954234,-42.54437005
GWR,Dunkirk Municipal,Spokane,NH,USA,43.03245596,-94.67491973
ACJ,Wasco State,Charlotte,OR,USA,37.81677106,-112.78377151
SHV,Lee County,Richmond,CA,USA,48.4064284,-55.8517258
MLB,Searle,Odessa,TX,USA,32.71467927,-84.17261914
ELO,O Neill Municipal,Little Rock,IN,USA,32.54169166,-68.43932291
LVM,Newport Municipal,Oklahoma City,NY,USA,31.04804253,-109.47705875
7A5,Cherokee County,Knoxville,IL,USA,52.15146023,-89.8030805
EET,Minchumina,Atlanta,ND,USA,38.38002388,-128.67106713
GUY,Goodnews,Tokyo,MI,USA,25.83162455,-114.5850574
Q49,Nephi Municipal,Macon,NY,USA,44.89346013,-112.1938904
4A7,Washington-Wilkes County,Kansas City,WA,USA,39.33339191,-146.5196286
Z91,Lawrence J Timmerman,El Paso,OH,USA,43.12688123,-99.82492209
BUF,Council,Odessa,CO,USA,45.68364307,-86.65408105
DKB,Cortland Cty-Chase,Honolulu,ME,USA,29.84936151,-77.82949068
7G0,Kennett Memorial,Austin,TX,USA,40.49508016,-94.89629606
OLS,Kinston Regional Jetport At Stallin,Peoria,TX,USA,34.30463457,-91.34628479
ZEF,Hilton Head,Oxnard,FL,USA,32.40700275,-118.62733627
WNA,Mt Carmel Municipal,Boise,AK,USA,38.60620774,-144.32332395
DMO,Audubon Municipal,Tampa,IL,USA,41.50179087,-88.32242934
MSA,Merritt Island,Winston-Salem,LA,USA,28.66490641,-59.6500393
GAG,Ohio County,Hayward,WI,USA,38.35537666,-113.40874009
5NI,Quincy Municipal,Des Moines,TX,USA,46.11448662,-113.63002624
Z40,Cairo-Grady County,Colorado Springs,AZ,USA,28.98106804,-76.04771705
HTH,Compton/Woodley,Macon,TX,USA,39.57699365,-63.27549701
GUY,St James Municipal,Waco,FL,USA,43.7626854,-84.05846698
9A3,Effingham County Memorial,Waco,VA,USA,44.82122178,-43.13911105
C25,Bert Mooney,Midland,ID,USA,39.41147122,-79.83287962
93C,Mineral County,San Francisco,NE,USA,31.8680708,-77.14076694
SMO,Highmore Municipal,San Diego,NE,USA,44.87187958,-84.03569287
49A,Monett Municipal,Rochester,ND,USA,43.47682912,-38.25073735
4F4,Davis,Toledo,AK,USA,37.11229128,-80.42512415
PVJ,Nampa Muni,Topeka,OH,USA,40.07819258,-85.82775271
SFD,Stevensville,Berlin,AR,USA,47.48502268,-142.2901916
TWF,Homer Municipal,Laredo,AK,USA,22.71578915,-104.56003104
AMN,Defuniak Springs,Carrollton,MS,USA,46.95594473,-121.51611729
VEE,Arcata,El Paso,AZ,USA,50.49284241,-83.12835389
FWS,Deer Park,Toledo,AZ,USA,27.01053194,-91.63732341
H66,Quanah Municipal,Hampton,OK,USA,48.357898,-89.37718132
B01,Bush,Wichita,AK,USA,35.9741907,-74.02534808
82C,Funter Bay SPB,Milwaukee,OK,USA,36.11919086,-129.13366699
2IS,Joslin Field - Magic Valley,Grand Rapids,AK,USA,38.25947764,-59.9635652
1M2,Talihina Municipal,Midland,IL,USA,36.99482014,-138.75126123
BBW,William P Hobby,Fort Wayne,MI,USA,10.0507544,-137.29093237
76G,Martin Campbell,Miami,CO,USA,33.74196942,-67.68872178
BXK,Carroll County-Tolson,Irvine,IN,USA,36.74989715,-107.15169712
ND26,Marion County Regional,Tucson,NY,USA,40.47639771,-76.35373756
MGW,Pocono Mountains Muni,Naperville,IN,USA,37.42843978,-108.54032646
ELY,Pekin Municipal,Anaheim,WI,USA,39.61842389,-98.65194311
HTW,Gainesville Municipal,Rochester,AZ,USA,49.39977009,-70.56501756
RVL,Wahoo Municipal,Bridgeport,FL,USA,47.91471008,-97.343522
Q41,Mendota,Little Rock,VA,USA,39.30462302,-29.3088166
BLF,Williams Gateway,Huntington Beach,AZ,USA,46.62050392,-93.76773058
GZS,Sky Harbor,Tacoma,KS,USA,34.80279318,-74.38610292
9K8,Hanover County Municipal,Henderson,AK,USA,50.15582122,-128.17110079
CZT,Rensselaer Air Park,Glendale,IL,USA,37.59890168,-121.33611942
OLS,Philip,Arlington,ND,USA,40.99182797,-120.35893917
HYA,Walnut Ridge Regional,Rochester,NM,USA,44.4038786,-74.6407791
1V6,Scottsdale,Tampa,NJ,USA,53.192432,-45.12438168
ND33,Manitowoc County,Miami,OH,USA,52.52072849,-76.88017632
1H3,Albert J Ellis,Buffalo,TN,USA,33.94305159,-123.52819484
ILI,Vidalia Municipal,Mesa,TX,USA,40.57048056,-80.64581922
HBG,Moritz Memorial,Fontana,WA,USA,42.64093717,-90.09493866
2G4,McAlester Regional,Indianapolis,WI,USA,43.70358624,-21.97510558
